File Name,Sliced File Name,Truncated Description,Description,Certainty
image369,image369_01_01.jpg,bow tie,"bow tie, bow-tie, bowtie",0.135779396
image369,image369_01_02.jpg,bearskin,"bearskin, busby, shako",0.023661841
image369,image369_02_01.jpg,lab coat,"lab coat, laboratory coat",0.351432383
image369,image369_02_02.jpg,lab coat,"lab coat, laboratory coat",0.703013182
image3690,image3690.jpg,bathing cap,"bathing cap, swimming cap",0.768033504
image3690,image3690_01_01.jpg,tub,"tub, vat",0.385929555
image3690,image3690_01_02.jpg,crash helmet,crash helmet,0.260911345
image3690,image3690_02_01.jpg,swimming trunks,"swimming trunks, bathing trunks",0.605424166
image3690,image3690_02_02.jpg,nematode,"nematode, nematode worm, roundworm",0.055238996
image3691,image3691.jpg,seat belt,"seat belt, seatbelt",0.247956246
image3691,image3691_01_01.jpg,seat belt,"seat belt, seatbelt",0.582762659
image3691,image3691_01_02.jpg,seat belt,"seat belt, seatbelt",0.965719104
image3691,image3691_02_01.jpg,jersey,"jersey, T-shirt, tee shirt",0.208312795
image3691,image3691_02_02.jpg,jersey,"jersey, T-shirt, tee shirt",0.352077901
image3692,image3692.jpg,sunglasses,"sunglasses, dark glasses, shades",0.673720896
image3692,image3692_01_01.jpg,sunglasses,"sunglasses, dark glasses, shades",0.661216736
image3692,image3692_01_02.jpg,sunglasses,"sunglasses, dark glasses, shades",0.579277754
image3692,image3692_02_01.jpg,jersey,"jersey, T-shirt, tee shirt",0.373037368
image3692,image3692_02_02.jpg,jersey,"jersey, T-shirt, tee shirt",0.625837684
image3693,image3693.jpg,ski mask,ski mask,0.597052515
image3693,image3693_01_01.jpg,gasmask,"gasmask, respirator, gas helmet",0.214462087
image3693,image3693_01_02.jpg,ski mask,ski mask,0.749902248
image3693,image3693_02_01.jpg,seat belt,"seat belt, seatbelt",0.564786494
image3693,image3693_02_02.jpg,backpack,"backpack, back pack, knapsack, packsack, rucksack, haversack",0.141292736
image3694,image3694.jpg,bow tie,"bow tie, bow-tie, bowtie",0.08267644
image3694,image3694_01_01.jpg,bow tie,"bow tie, bow-tie, bowtie",0.208090231
image3694,image3694_01_02.jpg,bow tie,"bow tie, bow-tie, bowtie",0.214254409
image3694,image3694_02_01.jpg,suit,"suit, suit of clothes",0.317227304
image3694,image3694_02_02.jpg,military uniform,military uniform,0.076106235
image3695,image3695.jpg,cowboy hat,"cowboy hat, ten-gallon hat",0.504090846
image3695,image3695_01_01.jpg,seat belt,"seat belt, seatbelt",0.966193974
image3695,image3695_01_02.jpg,military uniform,military uniform,0.395948738
image3695,image3695_02_01.jpg,seat belt,"seat belt, seatbelt",0.913363576
image3695,image3695_02_02.jpg,seat belt,"seat belt, seatbelt",0.919082165
image3696,image3696.jpg,military uniform,military uniform,0.56559068
image3696,image3696_01_01.jpg,torch,torch,0.132047579
image3696,image3696_01_02.jpg,bow tie,"bow tie, bow-tie, bowtie",0.241671741
image3696,image3696_02_01.jpg,military uniform,military uniform,0.997373939
image3696,image3696_02_02.jpg,Crock Pot,Crock Pot,0.280069143
image3697,image3697.jpg,seat belt,"seat belt, seatbelt",0.992808461
image3697,image3697_01_01.jpg,seat belt,"seat belt, seatbelt",0.950147808
image3697,image3697_01_02.jpg,seat belt,"seat belt, seatbelt",0.789689541
image3697,image3697_02_01.jpg,seat belt,"seat belt, seatbelt",0.954271019
image3697,image3697_02_02.jpg,seat belt,"seat belt, seatbelt",0.782764554
image3698,image3698.jpg,poncho,poncho,0.160837278
image3698,image3698_01_01.jpg,steel drum,steel drum,0.110211402
image3698,image3698_01_02.jpg,minibus,minibus,0.504542589
image3698,image3698_02_01.jpg,swimming trunks,"swimming trunks, bathing trunks",0.083800323
image3698,image3698_02_02.jpg,Loafer,Loafer,0.113105796
image3699,image3699.jpg,miniature schnauzer,miniature schnauzer,0.153615296
image3699,image3699_01_01.jpg,swimming trunks,"swimming trunks, bathing trunks",0.322007477
image3699,image3699_01_02.jpg,Old English sheepdog,"Old English sheepdog, bobtail",0.947909951
image3699,image3699_02_01.jpg,nipple,nipple,0.148025051
image3699,image3699_02_02.jpg,hair slide,hair slide,0.23371762
image37,image37.jpg,sunglasses,"sunglasses, dark glasses, shades",0.53512764
image37,image37_01_01.jpg,sunglasses,"sunglasses, dark glasses, shades",0.845724463
image37,image37_01_02.jpg,wool,"wool, woolen, woollen",0.243713558
image37,image37_02_01.jpg,jean,"jean, blue jean, denim",0.422199488
image37,image37_02_02.jpg,miniskirt,"miniskirt, mini",0.122617923
image370,image370.jpg,sandbar,"sandbar, sand bar",0.278678894
image370,image370_01_01.jpg,seashore,"seashore, coast, seacoast, sea-coast",0.526832938
image370,image370_01_02.jpg,seashore,"seashore, coast, seacoast, sea-coast",0.545632362
image370,image370_02_01.jpg,sunscreen,"sunscreen, sunblock, sun blocker",0.399744898
image370,image370_02_02.jpg,swimming trunks,"swimming trunks, bathing trunks",0.92367059
image3700,image3700.jpg,drumstick,drumstick,0.03885588
image3700,image3700_01_01.jpg,feather boa,"feather boa, boa",0.173683971
image3700,image3700_01_02.jpg,feather boa,"feather boa, boa",0.080931894
image3700,image3700_02_01.jpg,Band Aid,Band Aid,0.037120368
image3700,image3700_02_02.jpg,mask,mask,0.177231163
image3701,image3701.jpg,shopping cart,shopping cart,0.958588064
image3701,image3701_01_01.jpg,mask,mask,0.117275424
image3701,image3701_01_02.jpg,shopping cart,shopping cart,0.409338325
image3701,image3701_02_01.jpg,shopping cart,shopping cart,0.94316113
image3701,image3701_02_02.jpg,shopping cart,shopping cart,0.983881593
image3702,image3702.jpg,comic book,comic book,0.339457154
image3702,image3702_01_01.jpg,harp,harp,0.189298868
image3702,image3702_01_02.jpg,cowboy hat,"cowboy hat, ten-gallon hat",0.129773214
image3702,image3702_02_01.jpg,apron,apron,0.084686592
image3702,image3702_02_02.jpg,brassiere,"brassiere, bra, bandeau",0.067498542
image3703,image3703.jpg,shower curtain,shower curtain,0.145686805
image3703,image3703_01_01.jpg,shower curtain,shower curtain,0.77591455
image3703,image3703_01_02.jpg,mask,mask,0.106305048
image3703,image3703_02_01.jpg,pajama,"pajama, pyjama, pj's, jammies",0.161407992
image3703,image3703_02_02.jpg,ice lolly,"ice lolly, lolly, lollipop, popsicle",0.251015365
image3704,image3704.jpg,cellular telephone,"cellular telephone, cellular phone, cellphone, cell, mobile phone",0.272618502
image3704,image3704_01_01.jpg,lighter,"lighter, light, igniter, ignitor",0.147423223
image3704,image3704_01_02.jpg,bow tie,"bow tie, bow-tie, bowtie",0.063299701
image3704,image3704_02_01.jpg,crash helmet,crash helmet,0.157666802
image3704,image3704_02_02.jpg,toilet tissue,"toilet tissue, toilet paper, bathroom tissue",0.168454528
image3705,image3705.jpg,crutch,crutch,0.038273007
image3705,image3705_01_01.jpg,spotlight,"spotlight, spot",0.488945663
image3705,image3705_01_02.jpg,sax,"sax, saxophone",0.225026697
image3705,image3705_02_01.jpg,fur coat,fur coat,0.375853658
image3705,image3705_02_02.jpg,microphone,"microphone, mike",0.040952139
image3706,image3706.jpg,limousine,"limousine, limo",0.276260048
image3706,image3706_01_01.jpg,torch,torch,0.134727046
image3706,image3706_01_02.jpg,convertible,convertible,0.173999861
image3706,image3706_02_01.jpg,ballplayer,"ballplayer, baseball player",0.068962641
image3706,image3706_02_02.jpg,seat belt,"seat belt, seatbelt",0.100706086
image3707,image3707.jpg,cellular telephone,"cellular telephone, cellular phone, cellphone, cell, mobile phone",0.36680162
image3707,image3707_01_01.jpg,medicine chest,"medicine chest, medicine cabinet",0.353474468
image3707,image3707_01_02.jpg,bow tie,"bow tie, bow-tie, bowtie",0.36400044
image3707,image3707_02_01.jpg,abaya,abaya,0.249483526
image3707,image3707_02_02.jpg,remote control,"remote control, remote",0.668117285
image3708,image3708.jpg,greenhouse,"greenhouse, nursery, glasshouse",0.108114503
image3708,image3708_01_01.jpg,neck brace,neck brace,0.241716027
image3708,image3708_01_02.jpg,ice lolly,"ice lolly, lolly, lollipop, popsicle",0.049245346
image3708,image3708_02_01.jpg,corn,corn,0.241106436
image3708,image3708_02_02.jpg,jersey,"jersey, T-shirt, tee shirt",0.087053314
image3709,image3709.jpg,patio,"patio, terrace",0.226601869
image3709,image3709_01_01.jpg,ice lolly,"ice lolly, lolly, lollipop, popsicle",0.171251714
image3709,image3709_01_02.jpg,ear,"ear, spike, capitulum",0.210637897
image3709,image3709_02_01.jpg,tractor,tractor,0.15594551
image3709,image3709_02_02.jpg,sweatshirt,sweatshirt,0.154662997
image371,image371.jpg,pajama,"pajama, pyjama, pj's, jammies",0.910471201
image371,image371_01_01.jpg,pajama,"pajama, pyjama, pj's, jammies",0.524795473
image371,image371_01_02.jpg,mosque,mosque,0.182134733
image371,image371_02_01.jpg,pajama,"pajama, pyjama, pj's, jammies",0.985058784
image371,image371_02_02.jpg,Band Aid,Band Aid,0.25706023
image3710,image3710.jpg,bow tie,"bow tie, bow-tie, bowtie",0.77883029
image3710,image3710_01_01.jpg,bonnet,"bonnet, poke bonnet",0.521095216
image3710,image3710_01_02.jpg,ski mask,ski mask,0.667220712
image3710,image3710_02_01.jpg,trombone,trombone,0.094577037
image3710,image3710_02_02.jpg,seat belt,"seat belt, seatbelt",0.346625239
image3711,image3711.jpg,sunglasses,"sunglasses, dark glasses, shades",0.400144339
image3711,image3711_01_01.jpg,sunglasses,"sunglasses, dark glasses, shades",0.370874494
image3711,image3711_01_02.jpg,sunglasses,"sunglasses, dark glasses, shades",0.59287101
image3711,image3711_02_01.jpg,cardigan,cardigan,0.860629857
image3711,image3711_02_02.jpg,stole,stole,0.184266597
image3712,image3712.jpg,swimming trunks,"swimming trunks, bathing trunks",0.454195917
image3712,image3712_01_01.jpg,swimming trunks,"swimming trunks, bathing trunks",0.250083953
image3712,image3712_01_02.jpg,hatchet,hatchet,0.051531255
image3712,image3712_02_01.jpg,swimming trunks,"swimming trunks, bathing trunks",0.530818522
image3712,image3712_02_02.jpg,crutch,crutch,0.057167448
image3713,image3713.jpg,breakwater,"breakwater, groin, groyne, mole, bulwark, seawall, jetty",0.0878295
image3713,image3713_01_01.jpg,solar dish,"solar dish, solar collector, solar furnace",0.935833752
image3713,image3713_01_02.jpg,jersey,"jersey, T-shirt, tee shirt",0.13612169
image3713,image3713_02_01.jpg,jean,"jean, blue jean, denim",0.325788885
image3713,image3713_02_02.jpg,unicycle,"unicycle, monocycle",0.567696393
image3714,image3714.jpg,sandbar,"sandbar, sand bar",0.762306333
image3714,image3714_01_01.jpg,sunglasses,"sunglasses, dark glasses, shades",0.237650901
image3714,image3714_01_02.jpg,sunglass,sunglass,0.128213912
image3714,image3714_02_01.jpg,swimming trunks,"swimming trunks, bathing trunks",0.137438536
image3714,image3714_02_02.jpg,sandbar,"sandbar, sand bar",0.074586459
image3715,image3715.jpg,suspension bridge,suspension bridge,0.461426228
image3715,image3715_01_01.jpg,suspension bridge,suspension bridge,0.492786437
image3715,image3715_01_02.jpg,barracouta,"barracouta, snoek",0.158769786
image3715,image3715_02_01.jpg,steel arch bridge,steel arch bridge,0.460500807
image3715,image3715_02_02.jpg,sweatshirt,sweatshirt,0.313132972
image3716,image3716.jpg,cellular telephone,"cellular telephone, cellular phone, cellphone, cell, mobile phone",0.36680162
image3716,image3716_01_01.jpg,medicine chest,"medicine chest, medicine cabinet",0.353474468
image3716,image3716_01_02.jpg,bow tie,"bow tie, bow-tie, bowtie",0.36400044
image3716,image3716_02_01.jpg,abaya,abaya,0.249483526
image3716,image3716_02_02.jpg,remote control,"remote control, remote",0.668117285
image3717,image3717.jpg,dalmatian,"dalmatian, coach dog, carriage dog",0.929655313
image3717,image3717_01_01.jpg,dalmatian,"dalmatian, coach dog, carriage dog",0.953874588
image3717,image3717_01_02.jpg,dalmatian,"dalmatian, coach dog, carriage dog",0.936930835
image3717,image3717_02_01.jpg,dalmatian,"dalmatian, coach dog, carriage dog",0.98607856
image3717,image3717_02_02.jpg,dalmatian,"dalmatian, coach dog, carriage dog",0.98290205
image3718,image3718.jpg,jersey,"jersey, T-shirt, tee shirt",0.281042635
image3718,image3718_01_01.jpg,wig,wig,0.115299709
image3718,image3718_01_02.jpg,hoopskirt,"hoopskirt, crinoline",0.356598675
image3718,image3718_02_01.jpg,sea snake,sea snake,0.123848006
image3718,image3718_02_02.jpg,redbone,redbone,0.058850635
image3719,image3719.jpg,suit,"suit, suit of clothes",0.062520623
image3719,image3719_01_01.jpg,bow tie,"bow tie, bow-tie, bowtie",0.330623329
image3719,image3719_01_02.jpg,remote control,"remote control, remote",0.428477705
image3719,image3719_02_01.jpg,flute,"flute, transverse flute",0.138300255
image3719,image3719_02_02.jpg,flute,"flute, transverse flute",0.184608251
image372,image372.jpg,bikini,"bikini, two-piece",0.400559545
image372,image372_01_01.jpg,swimming trunks,"swimming trunks, bathing trunks",0.326133907
image372,image372_01_02.jpg,stingray,stingray,0.168290094
image372,image372_02_01.jpg,bathing cap,"bathing cap, swimming cap",0.550802171
image372,image372_02_02.jpg,bathing cap,"bathing cap, swimming cap",0.511513293
image3720,image3720.jpg,mortarboard,mortarboard,0.314231724
image3720,image3720_01_01.jpg,mortarboard,mortarboard,0.212389991
image3720,image3720_01_02.jpg,Windsor tie,Windsor tie,0.476089537
image3720,image3720_02_01.jpg,lab coat,"lab coat, laboratory coat",0.417251855
image3720,image3720_02_02.jpg,lab coat,"lab coat, laboratory coat",0.434243262
image3721,image3721.jpg,seat belt,"seat belt, seatbelt",0.18084164
image3721,image3721_01_01.jpg,bonnet,"bonnet, poke bonnet",0.127677143
image3721,image3721_01_02.jpg,planetarium,planetarium,0.260897458
image3721,image3721_02_01.jpg,Band Aid,Band Aid,0.176808015
image3721,image3721_02_02.jpg,oxygen mask,oxygen mask,0.068935767
image3722,image3722.jpg,sombrero,sombrero,0.979366958
image3722,image3722_01_01.jpg,sombrero,sombrero,0.639666259
image3722,image3722_01_02.jpg,sombrero,sombrero,0.980004013
image3722,image3722_02_01.jpg,sombrero,sombrero,0.719352961
image3722,image3722_02_02.jpg,sombrero,sombrero,0.98015964
image3723,image3723.jpg,bathing cap,"bathing cap, swimming cap",0.768033504
image3723,image3723_01_01.jpg,tub,"tub, vat",0.385929555
image3723,image3723_01_02.jpg,crash helmet,crash helmet,0.260911345
image3723,image3723_02_01.jpg,swimming trunks,"swimming trunks, bathing trunks",0.605424166
image3723,image3723_02_02.jpg,nematode,"nematode, nematode worm, roundworm",0.055238996
image3724,image3724.jpg,crash helmet,crash helmet,0.927089095
image3724,image3724_01_01.jpg,crash helmet,crash helmet,0.796965837
image3724,image3724_01_02.jpg,crash helmet,crash helmet,0.298323333
image3724,image3724_02_01.jpg,moped,moped,0.419600576
image3724,image3724_02_02.jpg,snowmobile,snowmobile,0.247021437
image3725,image3725.jpg,dumbbell,dumbbell,0.658091307
image3725,image3725_01_01.jpg,barbell,barbell,0.132614881
image3725,image3725_01_02.jpg,bulletproof vest,bulletproof vest,0.47982052
image3725,image3725_02_01.jpg,suit,"suit, suit of clothes",0.156872362
image3725,image3725_02_02.jpg,shoe shop,"shoe shop, shoe-shop, shoe store",0.272497356
image3726,image3726.jpg,Rottweiler,Rottweiler,0.524912536
image3726,image3726_01_01.jpg,shower curtain,shower curtain,0.143268019
image3726,image3726_01_02.jpg,shower curtain,shower curtain,0.066252612
image3726,image3726_02_01.jpg,Rottweiler,Rottweiler,0.460377783
image3726,image3726_02_02.jpg,Chihuahua,Chihuahua,0.260532826
image3727,image3727.jpg,Band Aid,Band Aid,0.439493626
image3727,image3727_01_01.jpg,barbershop,barbershop,0.043191787
image3727,image3727_01_02.jpg,Petri dish,Petri dish,0.064367324
image3727,image3727_02_01.jpg,maillot,maillot,0.118524604
image3727,image3727_02_02.jpg,shower cap,shower cap,0.16487433
image3728,image3728.jpg,syringe,syringe,0.063225396
image3728,image3728_01_01.jpg,Band Aid,Band Aid,0.052521102
image3728,image3728_01_02.jpg,bonnet,"bonnet, poke bonnet",0.235455528
image3728,image3728_02_01.jpg,brassiere,"brassiere, bra, bandeau",0.120895781
image3728,image3728_02_02.jpg,lipstick,"lipstick, lip rouge",0.034046222
image3729,image3729.jpg,cowboy hat,"cowboy hat, ten-gallon hat",0.823848844
image3729,image3729_01_01.jpg,face powder,face powder,0.170743763
image3729,image3729_01_02.jpg,sombrero,sombrero,0.591603398
image3729,image3729_02_01.jpg,bathing cap,"bathing cap, swimming cap",0.297254652
image3729,image3729_02_02.jpg,swimming trunks,"swimming trunks, bathing trunks",0.454865456
image373,image373.jpg,theater curtain,"theater curtain, theatre curtain",0.911912382
image373,image373_01_01.jpg,acoustic guitar,acoustic guitar,0.69434917
image373,image373_01_02.jpg,wardrobe,"wardrobe, closet, press",0.136099696
image373,image373_02_01.jpg,wardrobe,"wardrobe, closet, press",0.095560871
image373,image373_02_02.jpg,sunglass,sunglass,0.437512815
image3730,image3730.jpg,broom,broom,0.429405272
image3730,image3730_01_01.jpg,ski mask,ski mask,0.099380292
image3730,image3730_01_02.jpg,jean,"jean, blue jean, denim",0.196301177
image3730,image3730_02_01.jpg,trench coat,trench coat,0.107279524
image3730,image3730_02_02.jpg,wardrobe,"wardrobe, closet, press",0.109048709
image3731,image3731.jpg,cellular telephone,"cellular telephone, cellular phone, cellphone, cell, mobile phone",0.36680162
image3731,image3731_01_01.jpg,medicine chest,"medicine chest, medicine cabinet",0.353474468
image3731,image3731_01_02.jpg,bow tie,"bow tie, bow-tie, bowtie",0.36400044
image3731,image3731_02_01.jpg,abaya,abaya,0.249483526
image3731,image3731_02_02.jpg,remote control,"remote control, remote",0.668117285
image3732,image3732.jpg,dalmatian,"dalmatian, coach dog, carriage dog",0.929655313
image3732,image3732_01_01.jpg,dalmatian,"dalmatian, coach dog, carriage dog",0.953874588
image3732,image3732_01_02.jpg,dalmatian,"dalmatian, coach dog, carriage dog",0.936930835
image3732,image3732_02_01.jpg,dalmatian,"dalmatian, coach dog, carriage dog",0.98607856
image3732,image3732_02_02.jpg,dalmatian,"dalmatian, coach dog, carriage dog",0.98290205
image3733,image3733.jpg,jersey,"jersey, T-shirt, tee shirt",0.281042635
image3733,image3733_01_01.jpg,wig,wig,0.115299709
image3733,image3733_01_02.jpg,hoopskirt,"hoopskirt, crinoline",0.356598675
image3733,image3733_02_01.jpg,sea snake,sea snake,0.123848006
image3733,image3733_02_02.jpg,redbone,redbone,0.058850635
image3734,image3734.jpg,suit,"suit, suit of clothes",0.062520623
image3734,image3734_01_01.jpg,bow tie,"bow tie, bow-tie, bowtie",0.330623329
image3734,image3734_01_02.jpg,remote control,"remote control, remote",0.428477705
image3734,image3734_02_01.jpg,flute,"flute, transverse flute",0.138300255
image3734,image3734_02_02.jpg,flute,"flute, transverse flute",0.184608251
image3735,image3735.jpg,basketball,basketball,0.25673461
image3735,image3735_01_01.jpg,basketball,basketball,0.55735594
image3735,image3735_01_02.jpg,basketball,basketball,0.319004536
image3735,image3735_02_01.jpg,basketball,basketball,0.507876515
image3735,image3735_02_02.jpg,suit,"suit, suit of clothes",0.25776121
image3736,image3736.jpg,banjo,banjo,0.073628865
image3736,image3736_01_01.jpg,pajama,"pajama, pyjama, pj's, jammies",0.085273638
image3736,image3736_01_02.jpg,suit,"suit, suit of clothes",0.526748419
image3736,image3736_02_01.jpg,miniskirt,"miniskirt, mini",0.065198645
image3736,image3736_02_02.jpg,sliding door,sliding door,0.458614558
image3737,image3737.jpg,convertible,convertible,0.161953688
image3737,image3737_01_01.jpg,minivan,minivan,0.118652895
image3737,image3737_01_02.jpg,microphone,"microphone, mike",0.166559398
image3737,image3737_02_01.jpg,minivan,minivan,0.684935153
image3737,image3737_02_02.jpg,bobsled,"bobsled, bobsleigh, bob",0.831360042
image3738,image3738.jpg,wok,wok,0.147619858
image3738,image3738_01_01.jpg,waffle iron,waffle iron,0.233042344
image3738,image3738_01_02.jpg,Indian cobra,"Indian cobra, Naja naja",0.040014278
image3738,image3738_02_01.jpg,wok,wok,0.294372767
image3738,image3738_02_02.jpg,wok,wok,0.47945255
image3739,image3739.jpg,golden retriever,golden retriever,0.451818168
image3739,image3739_01_01.jpg,golden retriever,golden retriever,0.919375658
image3739,image3739_01_02.jpg,German shepherd,"German shepherd, German shepherd dog, German police dog, alsatian",0.093537852
image3739,image3739_02_01.jpg,golden retriever,golden retriever,0.283281326
image3739,image3739_02_02.jpg,chow,"chow, chow chow",0.490342677
image374,image374.jpg,academic gown,"academic gown, academic robe, judge's robe",0.325529128
image374,image374_01_01.jpg,neck brace,neck brace,0.261673898
image374,image374_01_02.jpg,neck brace,neck brace,0.249544203
image374,image374_02_01.jpg,torch,torch,0.278933495
image374,image374_02_02.jpg,academic gown,"academic gown, academic robe, judge's robe",0.336409986
image3740,image3740.jpg,Pekinese,"Pekinese, Pekingese, Peke",0.261858344
image3740,image3740_01_01.jpg,hand blower,"hand blower, blow dryer, blow drier, hair dryer, hair drier",0.292943299
image3740,image3740_01_02.jpg,wig,wig,0.308945775
image3740,image3740_02_01.jpg,Pekinese,"Pekinese, Pekingese, Peke",0.359639883
image3740,image3740_02_02.jpg,Bernese mountain dog,Bernese mountain dog,0.186606124
image3741,image3741.jpg,web site,"web site, website, internet site, site",0.963428557
image3741,image3741_01_01.jpg,web site,"web site, website, internet site, site",0.380594581
image3741,image3741_01_02.jpg,torch,torch,0.199130014
image3741,image3741_02_01.jpg,seat belt,"seat belt, seatbelt",0.504231274
image3741,image3741_02_02.jpg,swimming trunks,"swimming trunks, bathing trunks",0.110492587
image3742,image3742.jpg,dough,dough,0.236547709
image3742,image3742_01_01.jpg,potter's wheel,potter's wheel,0.111267604
image3742,image3742_01_02.jpg,whistle,whistle,0.272733271
image3742,image3742_02_01.jpg,coho,"coho, cohoe, coho salmon, blue jack, silver salmon, Oncorhynchus kisutch",0.272846848
image3742,image3742_02_02.jpg,scale,"scale, weighing machine",0.069323175
image3743,image3743.jpg,sunglasses,"sunglasses, dark glasses, shades",0.380494297
image3743,image3743_01_01.jpg,Brittany spaniel,Brittany spaniel,0.663588166
image3743,image3743_01_02.jpg,mask,mask,0.128426284
image3743,image3743_02_01.jpg,shower cap,shower cap,0.449269146
image3743,image3743_02_02.jpg,sunglass,sunglass,0.631614029
image3744,image3744.jpg,seat belt,"seat belt, seatbelt",0.225588143
image3744,image3744_01_01.jpg,oxygen mask,oxygen mask,0.178694025
image3744,image3744_01_02.jpg,sunglasses,"sunglasses, dark glasses, shades",0.297551334
image3744,image3744_02_01.jpg,sunglasses,"sunglasses, dark glasses, shades",0.468246341
image3744,image3744_02_02.jpg,sunglasses,"sunglasses, dark glasses, shades",0.521997333
image3745,image3745.jpg,mortarboard,mortarboard,0.482067227
image3745,image3745_01_01.jpg,prison,"prison, prison house",0.465600342
image3745,image3745_01_02.jpg,handkerchief,"handkerchief, hankie, hanky, hankey",0.128079563
image3745,image3745_02_01.jpg,seat belt,"seat belt, seatbelt",0.544525445
image3745,image3745_02_02.jpg,stole,stole,0.067702845
image3746,image3746.jpg,chain mail,"chain mail, ring mail, mail, chain armor, chain armour, ring armor, ring armour",0.559885979
image3746,image3746_01_01.jpg,loupe,"loupe, jeweler's loupe",0.160276949
image3746,image3746_01_02.jpg,loupe,"loupe, jeweler's loupe",0.084168553
image3746,image3746_02_01.jpg,chain mail,"chain mail, ring mail, mail, chain armor, chain armour, ring armor, ring armour",0.28075996
image3746,image3746_02_02.jpg,chain mail,"chain mail, ring mail, mail, chain armor, chain armour, ring armor, ring armour",0.919459105
image3747,image3747.jpg,alp,alp,0.136926487
image3747,image3747_01_01.jpg,cliff,"cliff, drop, drop-off",0.785204768
image3747,image3747_01_02.jpg,sarong,sarong,0.126622334
image3747,image3747_02_01.jpg,parachute,"parachute, chute",0.429610491
image3747,image3747_02_02.jpg,microphone,"microphone, mike",0.147148237
image3748,image3748.jpg,seat belt,"seat belt, seatbelt",0.984752119
image3748,image3748_01_01.jpg,seat belt,"seat belt, seatbelt",0.3341676
image3748,image3748_01_02.jpg,seat belt,"seat belt, seatbelt",0.70330596
image3748,image3748_02_01.jpg,seat belt,"seat belt, seatbelt",0.310654312
image3748,image3748_02_02.jpg,seat belt,"seat belt, seatbelt",0.999009848
image3749,image3749.jpg,bow tie,"bow tie, bow-tie, bowtie",0.429387391
image3749,image3749_01_01.jpg,bow tie,"bow tie, bow-tie, bowtie",0.538545609
image3749,image3749_01_02.jpg,pajama,"pajama, pyjama, pj's, jammies",0.336451083
image3749,image3749_02_01.jpg,suit,"suit, suit of clothes",0.318037331
image3749,image3749_02_02.jpg,sleeping bag,sleeping bag,0.043044914
image375,image375.jpg,bow tie,"bow tie, bow-tie, bowtie",0.89557308
image375,image375_01_01.jpg,fire screen,"fire screen, fireguard",0.280218452
image375,image375_01_02.jpg,neck brace,neck brace,0.134560302
image375,image375_02_01.jpg,suit,"suit, suit of clothes",0.7026003
image375,image375_02_02.jpg,bow tie,"bow tie, bow-tie, bowtie",0.97182411
image3750,image3750.jpg,limousine,"limousine, limo",0.844745219
image3750,image3750_01_01.jpg,limousine,"limousine, limo",0.925909758
image3750,image3750_01_02.jpg,sports car,"sports car, sport car",0.30277279
image3750,image3750_02_01.jpg,Loafer,Loafer,0.245856613
image3750,image3750_02_02.jpg,convertible,convertible,0.391684443
image3751,image3751.jpg,soccer ball,soccer ball,0.157633618
image3751,image3751_01_01.jpg,ski,ski,0.511114478
image3751,image3751_01_02.jpg,crash helmet,crash helmet,0.140719429
image3751,image3751_02_01.jpg,toaster,toaster,0.297011346
image3751,image3751_02_02.jpg,ski mask,ski mask,0.266041905
image3752,image3752.jpg,barber chair,barber chair,0.634884655
image3752,image3752_01_01.jpg,missile,missile,0.098452494
image3752,image3752_01_02.jpg,chime,"chime, bell, gong",0.780974209
image3752,image3752_02_01.jpg,turnstile,turnstile,0.268590331
image3752,image3752_02_02.jpg,harmonica,"harmonica, mouth organ, harp, mouth harp",0.340679705
image3753,image3753.jpg,tape player,tape player,0.254824132
image3753,image3753_01_01.jpg,airship,"airship, dirigible",0.30766508
image3753,image3753_01_02.jpg,limousine,"limousine, limo",0.135409728
image3753,image3753_02_01.jpg,tape player,tape player,0.160285071
image3753,image3753_02_02.jpg,convertible,convertible,0.545010328
image3754,image3754.jpg,sweatshirt,sweatshirt,0.054799549
image3754,image3754_01_01.jpg,sunglass,sunglass,0.068223678
image3754,image3754_01_02.jpg,American black bear,"American black bear, black bear, Ursus americanus, Euarctos americanus",0.091903053
image3754,image3754_02_01.jpg,barrow,"barrow, garden cart, lawn cart, wheelbarrow",0.603455603
image3754,image3754_02_02.jpg,suit,"suit, suit of clothes",0.250897199
image3755,image3755.jpg,swimming trunks,"swimming trunks, bathing trunks",0.239131123
image3755,image3755_01_01.jpg,barbell,barbell,0.114616461
image3755,image3755_01_02.jpg,swimming trunks,"swimming trunks, bathing trunks",0.13231504
image3755,image3755_02_01.jpg,washbasin,"washbasin, handbasin, washbowl, lavabo, wash-hand basin",0.334196031
image3755,image3755_02_02.jpg,swimming trunks,"swimming trunks, bathing trunks",0.606199145
image3756,image3756.jpg,barbell,barbell,0.502984285
image3756,image3756_01_01.jpg,barbell,barbell,0.213983402
image3756,image3756_01_02.jpg,apron,apron,0.107357673
image3756,image3756_02_01.jpg,barbell,barbell,0.694207668
image3756,image3756_02_02.jpg,barbell,barbell,0.66688025
image3757,image3757.jpg,suit,"suit, suit of clothes",0.131174088
image3757,image3757_01_01.jpg,bulletproof vest,bulletproof vest,0.27720055
image3757,image3757_01_02.jpg,barracouta,"barracouta, snoek",0.048264444
image3757,image3757_02_01.jpg,abaya,abaya,0.219730154
image3757,image3757_02_02.jpg,suit,"suit, suit of clothes",0.443950862
image3758,image3758.jpg,mosquito net,mosquito net,0.574254036
image3758,image3758_01_01.jpg,ballplayer,"ballplayer, baseball player",0.449432909
